Player,Nation,Pos,Age,playing_time_MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,MP
Benjamin Nelson,eng ENG,DF,21-059,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,
Thomas Wilson-Brown,eng ENG,MF,20-223,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester City,2024,
Virgil van Dijk,nl NED,DF,33-312,,36,3240.0,36.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.2,2.2,0.7,3.0,18.0,182.0,6.0,0.08,0.03,0.11,0.08,0.11,0.06,0.02,0.08,0.06,0.08,Matches,Liverpool,2024,36.0
Mohamed Salah,eg EGY,FW,32-335,,36,3191.0,35.5,28.0,18.0,46.0,19.0,9.0,9.0,1.0,0.0,24.0,17.0,13.5,30.5,148.0,137.0,455.0,0.79,0.51,1.3,0.54,1.04,0.68,0.38,1.06,0.48,0.86,Matches,Liverpool,2024,36.0
Ryan Gravenberch,nl NED,MF,23-000,,35,3003.0,33.4,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,2.9,4.0,66.0,171.0,54.0,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,Matches,Liverpool,2024,35.0
Alexis Mac Allister,ar ARG,MF,26-143,,30,2599.0,28.9,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,2.8,2.8,4.7,7.5,36.0,177.0,80.0,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26,Matches,Liverpool,2024,35.0
Ibrahima Konaté,fr FRA,DF,25-356,,28,2410.0,26.8,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.0,2.7,21.0,105.0,3.0,0.04,0.07,0.11,0.04,0.11,0.06,0.04,0.1,0.06,0.1,Matches,Liverpool,2024,29.0
Andrew Robertson,sct SCO,DF,31-066,,28,2398.0,26.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.2,1.2,4.6,5.8,62.0,167.0,97.0,0.0,0.04,0.04,0.0,0.04,0.04,0.17,0.22,0.04,0.22,Matches,Liverpool,2024,32.0
Trent Alexander-Arnold,eng ENG,DF,26-221,,28,2320.0,25.8,3.0,6.0,9.0,3.0,0.0,0.0,5.0,0.0,1.9,1.9,6.7,8.6,50.0,228.0,90.0,0.12,0.23,0.35,0.12,0.35,0.07,0.26,0.33,0.07,0.33,Matches,Liverpool,2024,32.0
Dominik Szoboszlai,hu HUN,MF,24-203,,27,2369.0,26.3,5.0,6.0,11.0,5.0,0.0,0.0,6.0,0.0,7.2,7.2,7.2,14.4,68.0,121.0,122.0,0.19,0.23,0.42,0.19,0.42,0.27,0.27,0.55,0.27,0.55,Matches,Liverpool,2024,34.0
Luis Díaz,co COL,FW,28-123,,27,2303.0,25.6,13.0,5.0,18.0,13.0,0.0,0.0,2.0,0.0,11.3,11.3,5.0,16.3,106.0,106.0,274.0,0.51,0.2,0.7,0.51,0.7,0.44,0.2,0.64,0.44,0.64,Matches,Liverpool,2024,34.0
Alisson,br BRA,GK,32-226,,26,2328.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Liverpool,2024,26.0
Cody Gakpo,nl NED,FW,26-009,,21,1783.0,19.8,10.0,3.0,13.0,10.0,0.0,0.0,5.0,0.0,6.9,6.9,3.5,10.4,53.0,52.0,256.0,0.5,0.15,0.66,0.5,0.66,0.35,0.18,0.53,0.35,0.53,Matches,Liverpool,2024,33.0
Curtis Jones,eng ENG,"MF,DF",24-106,,18,1594.0,17.7,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,4.2,4.2,1.0,5.3,26.0,99.0,73.0,0.17,0.17,0.34,0.17,0.34,0.24,0.06,0.3,0.24,0.3,Matches,Liverpool,2024,31.0
Diogo Jota,pt POR,FW,28-163,,14,1166.0,13.0,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,7.6,7.6,1.8,9.4,37.0,33.0,87.0,0.46,0.23,0.69,0.46,0.69,0.59,0.14,0.73,0.59,0.73,Matches,Liverpool,2024,25.0
Caoimhín Kelleher,ie IRL,GK,26-174,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,10.0
Darwin Núñez,uy URU,FW,25-326,,8,1075.0,11.9,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,5.3,5.3,1.3,6.6,23.0,27.0,73.0,0.42,0.17,0.59,0.42,0.59,0.44,0.11,0.55,0.44,0.55,Matches,Liverpool,2024,28.0
Kostas Tsimikas,gr GRE,DF,29-004,,8,747.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.1,2.5,16.0,71.0,42.0,0.0,0.12,0.12,0.0,0.12,0.05,0.26,0.3,0.05,0.3,Matches,Liverpool,2024,17.0
Joe Gomez,eng ENG,DF,27-358,,6,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,5.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Liverpool,2024,9.0
Conor Bradley,nir NIR,DF,21-311,,5,633.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.5,1.1,28.0,27.0,31.0,0.0,0.14,0.14,0.0,0.14,0.08,0.07,0.15,0.08,0.15,Matches,Liverpool,2024,17.0
Jarell Quansah,eng ENG,DF,22-107,,3,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Liverpool,2024,12.0
Harvey Elliott,eng ENG,"MF,FW",22-042,,1,275.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.9,1.7,9.0,32.0,28.0,0.0,0.33,0.33,0.0,0.33,0.28,0.29,0.57,0.28,0.57,Matches,Liverpool,2024,16.0
Wataru Endo,jp JPN,MF,32-096,,1,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Liverpool,2024,18.0
Federico Chiesa,it ITA,FW,27-203,,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,Matches,Liverpool,2024,5.0
Vitezslav Jaros,cz CZE,GK,23-297,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,1.0
Jayden Danns,eng ENG,MF,19-120,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,2024,1.0
Harvey Davies,eng ENG,GK,21-255,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
James McConnell,eng ENG,MF,20-245,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
Tyler Morton,eng ENG,MF,22-197,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
Amara Nallo,eng ENG,DF,18-179,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
Trey Nyoni,eng ENG,MF,17-320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,2024,0.0
Joško Gvardiol,hr CRO,DF,23-113,35.0,34,3097.0,34.4,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.4,4.1,2.0,6.1,87.0,256.0,112.0,0.15,0.0,0.15,0.15,0.15,0.13,0.06,0.19,0.12,0.18,Matches,Manchester City,2024,
Erling Haaland,no NOR,FW,24-299,29.0,29,2570.0,28.6,21.0,3.0,24.0,19.0,2.0,3.0,2.0,0.0,20.9,18.5,2.9,21.4,20.0,18.0,110.0,0.74,0.11,0.84,0.67,0.77,0.73,0.1,0.83,0.65,0.75,Matches,Manchester City,2024,
Bernardo Silva,pt POR,"MF,FW",30-279,31.0,27,2491.0,27.7,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,3.6,3.6,4.4,8.0,98.0,122.0,191.0,0.11,0.14,0.25,0.11,0.25,0.13,0.16,0.29,0.13,0.29,Matches,Manchester City,2024,
Ederson,br BRA,GK,31-272,24.0,24,2140.0,23.8,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,1.5,0.0,2.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.07,0.07,0.0,0.07,Matches,Manchester City,2024,
Mateo Kovačić,hr CRO,MF,31-010,30.0,24,2132.0,23.7,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,1.9,1.9,3.6,5.4,54.0,156.0,15.0,0.25,0.04,0.3,0.25,0.3,0.08,0.15,0.23,0.08,0.23,Matches,Manchester City,2024,
Rúben Dias,pt POR,DF,28-002,25.0,23,2091.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,0.3,1.8,38.0,143.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Matches,Manchester City,2024,
İlkay Gündoğan,de GER,MF,34-204,31.0,23,2050.0,22.8,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.7,2.7,2.8,5.5,57.0,115.0,86.0,0.0,0.22,0.22,0.0,0.22,0.12,0.12,0.24,0.12,0.24,Matches,Manchester City,2024,
Rico Lewis,eng ENG,"DF,MF",20-176,28.0,21,1893.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.3,1.7,39.0,107.0,78.0,0.05,0.1,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08,Matches,Manchester City,2024,
Manuel Akanji,ch SUI,DF,29-301,24.0,21,1834.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.4,1.5,41.0,150.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Manchester City,2024,
Sávio,br BRA,"FW,MF",21-036,28.0,21,1749.0,19.4,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,6.9,11.9,135.0,66.0,244.0,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,Matches,Manchester City,2024,
Phil Foden,eng ENG,"MF,FW",24-353,27.0,20,1768.0,19.6,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.2,5.2,4.8,9.9,50.0,103.0,128.0,0.36,0.1,0.46,0.36,0.46,0.26,0.24,0.51,0.26,0.51,Matches,Manchester City,2024,
Kevin De Bruyne,be BEL,"MF,FW",33-322,26.0,18,1628.0,18.1,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,4.2,4.2,7.9,12.1,50.0,153.0,143.0,0.22,0.39,0.61,0.22,0.61,0.23,0.44,0.67,0.23,0.67,Matches,Manchester City,2024,
Matheus Nunes,pt POR,"DF,MF",26-262,24.0,17,1494.0,16.6,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,4.2,5.1,59.0,69.0,156.0,0.06,0.3,0.36,0.06,0.36,0.05,0.25,0.31,0.05,0.31,Matches,Manchester City,2024,
Jeremy Doku,be BEL,"FW,MF",22-354,27.0,15,1442.0,16.0,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.7,5.7,201.0,67.0,274.0,0.19,0.37,0.56,0.19,0.56,0.06,0.29,0.36,0.06,0.36,Matches,Manchester City,2024,
Stefan Ortega,de GER,GK,32-191,13.0,12,1100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,
Omar Marmoush,eg EGY,"FW,MF",26-098,14.0,12,1005.0,11.2,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.9,4.9,1.7,6.6,22.0,29.0,68.0,0.54,0.0,0.54,0.54,0.54,0.44,0.15,0.59,0.44,0.59,Matches,Manchester City,2024,
Kyle Walker,eng ENG,DF,34-353,15.0,9,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.6,12.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Manchester City,2024,
Nathan Aké,nl NED,DF,30-087,10.0,8,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,12.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester City,2024,
Nicolás González,es ESP,MF,23-133,9.0,8,648.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.3,5.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Manchester City,2024,
Jack Grealish,eng ENG,"FW,MF",29-248,19.0,7,720.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.8,3.0,69.0,52.0,118.0,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches,Manchester City,2024,
John Stones,eng ENG,"DF,MF",30-353,11.0,6,548.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,10.0,21.0,2.0,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches,Manchester City,2024,
Nico O’Reilly,eng ENG,DF,20-056,9.0,6,528.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,16.0,17.0,26.0,0.34,0.0,0.34,0.34,0.34,0.22,0.06,0.28,0.22,0.28,Matches,Manchester City,2024,
Abdukodir Khusanov,uz UZB,DF,21-076,6.0,6,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Manchester City,2024,
James Mcatee,eng ENG,"MF,FW",22-210,15.0,3,349.0,3.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.8,2.8,0.5,3.3,7.0,7.0,32.0,0.77,0.0,0.77,0.77,0.77,0.72,0.13,0.85,0.72,0.85,Matches,Manchester City,2024,
Jahmai Simpson-Pusey,eng ENG,DF,19-193,2.0,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,
Rodri,es ESP,MF,28-328,2.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Manchester City,2024,
Divin Mubama,eng ENG,FW,20-203,1.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Manchester City,2024,
Oscar Bobb,no NOR,FW,21-308,2.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,Manchester City,2024,
Vitor Reis,br BRA,DF,19-124,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,2024,
Max Alleyne,eng ENG,DF,19-262,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
Thorsten Brits,eng ENG,GK,17-326,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
Scott Carson,eng ENG,GK,39-255,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
Issa Kaboré,bf BFA,"DF,MF",24-004,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
Josh Wilson-Esbrand,eng ENG,DF,22-141,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
Jacob Wright,eng ENG,MF,19-237,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,2024,
André Onana,cm CMR,GK,29-044,,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester United,2024,33.0
Bruno Fernandes,pt POR,MF,30-250,,33,2848.0,31.6,8.0,9.0,17.0,5.0,3.0,3.0,4.0,2.0,9.6,7.2,8.1,15.3,67.0,295.0,120.0,0.25,0.28,0.54,0.16,0.44,0.3,0.26,0.56,0.23,0.48,Matches,Manchester United,2024,34.0
Noussair Mazraoui,ma MAR,DF,27-183,,32,2729.0,30.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.3,2.0,41.0,110.0,51.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.07,0.02,0.07,Matches,Manchester United,2024,35.0
Diogo Dalot,pt POR,DF,26-059,,31,2788.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.0,62.0,102.0,164.0,0.0,0.1,0.1,0.0,0.1,0.06,0.07,0.13,0.06,0.13,Matches,Manchester United,2024,32.0
Matthijs de Ligt,nl NED,DF,25-277,,25,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.3,2.8,7.0,55.0,6.0,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,Matches,Manchester United,2024,29.0
Alejandro Garnacho,ar ARG,"MF,FW",20-319,,23,2178.0,24.2,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.3,7.3,4.5,11.8,140.0,56.0,290.0,0.25,0.08,0.33,0.25,0.33,0.3,0.19,0.49,0.3,0.49,Matches,Manchester United,2024,35.0
Manuel Ugarte Ribeiro,uy URU,MF,24-035,,22,1764.0,19.6,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,1.1,2.1,16.0,60.0,20.0,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,Matches,Manchester United,2024,28.0
Rasmus Højlund,dk DEN,FW,22-101,,21,1834.0,20.4,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,5.2,5.2,1.3,6.4,27.0,17.0,94.0,0.2,0.0,0.2,0.2,0.2,0.25,0.06,0.31,0.25,0.31,Matches,Manchester United,2024,30.0
Lisandro Martínez,ar ARG,DF,27-118,,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches,Manchester United,2024,20.0
Kobbie Mainoo,eng ENG,MF,20-027,,19,1596.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.6,2.3,22.0,64.0,45.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,Manchester United,2024,23.0
Amad Diallo,ci CIV,"FW,MF",22-309,,18,1721.0,19.1,7.0,6.0,13.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,4.6,8.8,99.0,57.0,175.0,0.37,0.31,0.68,0.37,0.68,0.22,0.24,0.46,0.22,0.46,Matches,Manchester United,2024,24.0
Harry Maguire,eng ENG,DF,32-072,,17,1578.0,17.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.8,1.8,0.6,2.3,6.0,46.0,7.0,0.06,0.0,0.06,0.06,0.06,0.1,0.03,0.13,0.1,0.13,Matches,Manchester United,2024,25.0
Casemiro,br BRA,MF,33-082,,16,1335.0,14.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,2.3,3.9,4.0,70.0,26.0,0.07,0.0,0.07,0.07,0.07,0.11,0.15,0.27,0.11,0.27,Matches,Manchester United,2024,22.0
Joshua Zirkzee,nl NED,"FW,MF",23-359,,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,1.5,6.3,14.0,44.0,69.0,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,Matches,Manchester United,2024,32.0
Leny Yoro,fr FRA,DF,19-184,,12,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Manchester United,2024,21.0
Marcus Rashford,eng ENG,"FW,MF",27-197,,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,2.1,3.8,20.0,21.0,79.0,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches,Manchester United,2024,15.0
Christian Eriksen,dk DEN,MF,33-091,,11,1036.0,11.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,3.1,3.6,12.0,55.0,29.0,0.0,0.17,0.17,0.0,0.17,0.04,0.27,0.31,0.04,0.31,Matches,Manchester United,2024,22.0
Patrick Dorgu,dk DEN,DF,20-202,,8,662.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.4,0.8,30.0,25.0,58.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,Manchester United,2024,10.0
Mason Mount,eng ENG,MF,26-126,,6,488.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.3,2.3,0.5,2.8,12.0,25.0,28.0,0.18,0.0,0.18,0.18,0.18,0.43,0.09,0.52,0.43,0.52,Matches,Manchester United,2024,15.0
Victor Lindelöf,se SWE,DF,30-303,,4,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester United,2024,14.0
Harry Amass,eng ENG,DF,18-061,,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Manchester United,2024,5.0
Jonny Evans,nir NIR,DF,37-133,,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester United,2024,6.0
Altay Bayındır,tr TUR,GK,27-032,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,3.0
Luke Shaw,eng ENG,DF,29-308,,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,7.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.25,0.01,0.25,Matches,Manchester United,2024,6.0
Tyler Fredricson,eng ENG,DF,20-082,,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,2.0
Tyrell Malacia,nl NED,DF,25-272,,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester United,2024,3.0
Chidozie Obi-Martin,dk DEN,FW,17-168,,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,Manchester United,2024,6.0
Ayden Heaven,eng ENG,DF,18-236,,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,2024,2.0
Toby Collyer,eng ENG,MF,21-133,,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,Manchester United,2024,6.0
Antony,br BRA,"DF,MF",25-081,,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73,Matches,Manchester United,2024,8.0
Scott McTominay,sct SCO,MF,28-159,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester United,2024,2.0
Jayce Fitzgerald,eng ENG,MF,18-007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,0.0
